source_table,file,column,dtype_sample,missing_rate_sample
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,n,int64,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,n_clusters,int64,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,n_parameters,int64,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,knots,str,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,nonlinearity_chi2_proxy,float64,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,nonlinearity_p_proxy,float64,0.0
data_dictionary,module_B_nhanes_advanced_epidemiology\phase2_python_rcs_spline_coefficients.csv,q_value,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,candidate_id,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,subject_id,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,meal_time,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,meal_type,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,prototype_class,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,msi_core_tertile_within_dataset,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,msi_core_partial_nhanes_ref,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,calories,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,carbs,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,protein,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,fat,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,fiber,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,carb_fiber_ratio,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,iauc_2h,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,peak_delta_2h,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,meal_risk_score,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,image_path,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,recommended_redesign,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,primary_mechanistic_contrast,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,macro_signature,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,repeated_macro_signature,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,zero_fiber_flag,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,absolute_image_path,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,image_exists,bool,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_photo_qc_sheet.csv,manual_photo_qc_priority,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,candidate_id,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,prototype_class,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,calories,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,carbs,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,protein,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,fat,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,fiber,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,recommended_redesign,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,primary_mechanistic_contrast,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,zero_fiber_flag,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\bionic_candidate_recipe_reconstruction.csv,repeated_macro_signature,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,subject_id,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,meal_time,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,meal_type,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,image_path,str,0.02
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,calories,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,carbs,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,protein,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,fat,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,fiber,float64,0.02
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,available_carbs_g,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,carb_fiber_ratio_capped,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,refined_starch_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,liquid_carb_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,dessert_sweetened_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,high_fat_high_carb_matrix,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,visible_fiber_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,protein_coingestion_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,fried_processed_packaged_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,whole_intact_grain_or_vegetable_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,estimated_NOVA_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,gi_proxy,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,glycemic_load_proxy,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,digestibility_risk_score,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,msi_core_partial_nhanes_ref,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,msi_core_tertile_within_dataset,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,iauc_2h,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_annotation.csv,peak_delta_2h,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,outcome,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,outcome_label,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,term,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,estimate,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,se,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,z,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,p_value,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,ci_low,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,ci_high,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,n,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,n_clusters,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,n_parameters,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,model,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_food_matrix_ppgr_models.csv,q_value,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,subject_id,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,meal_time,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,available_carbs_g,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,gi_proxy,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,glycemic_load_proxy,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,digestibility_risk_score,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,refined_starch_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,liquid_carb_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,visible_fiber_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\cgmacros_gi_gl_digestibility_features.csv,estimated_NOVA_proxy,int64,0.0
data_dictionary,module_C_cgmacros_food_matrix\food_matrix_prediction_error_explanation.csv,target,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\food_matrix_prediction_error_explanation.csv,feature,str,0.0
data_dictionary,module_C_cgmacros_food_matrix\food_matrix_prediction_error_explanation.csv,pearson_corr_with_abs_error,float64,0.0
data_dictionary,module_C_cgmacros_food_matrix\food_matrix_prediction_error_explanation.csv,n,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,subject_id,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,meal_time,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,meal_type,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,iauc_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,iauc_3h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,peak_delta_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,time_to_peak_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,recovery_time_2h,float64,0.28
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,early_slope_proxy_0_to_peak,float64,0.04
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,delayed_peak_flag,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,prolonged_elevation_flag,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,iAUC3_minus_iAUC2,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,persistence_ratio_3h_to_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,high_iAUC_moderate_peak_flag,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,high_peak_fast_recovery_flag,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,low_stable_response_flag,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,shape_cluster_id,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,shape_cluster_label,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,msi_core_partial_nhanes_ref,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,msi_core_tertile_within_dataset,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_curve_features.csv,digestibility_risk_score,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,shape_cluster_id,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,shape_cluster_label,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,n_meals,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,n_subjects,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_iauc_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_peak_delta_2h,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_time_to_peak,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_recovery_time,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_msi,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\cgmacros_ppgr_shape_clusters.csv,mean_digestibility,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,outcome,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,term,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,estimate,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,se,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,z,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,p_value,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,ci_low,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,ci_high,float64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,n,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,n_clusters,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,n_parameters,int64,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,model,str,0.0
data_dictionary,module_D_cgm_curve_phenotypes\curve_shape_msi_food_matrix_models.csv,q_value,float64,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,source_node,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,target_node,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,target_pathway,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,edge_type,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,mechanistic_bridge,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,confidence_tier,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_mechanism_knowledge_graph_edges.csv,database_or_literature_source,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_pathway_enrichment.csv,target_pathway,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_pathway_enrichment.csv,n_edges,int64,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_pathway_enrichment.csv,n_genes,int64,0.0
data_dictionary,module_E_mechanism_knowledge_graph\dehp_msi_pathway_enrichment.csv,higher_confidence_edges,int64,0.0
data_dictionary,module_E_mechanism_knowledge_graph\mechanism_database_extraction_plan.csv,resource,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\mechanism_database_extraction_plan.csv,use,str,0.0
data_dictionary,module_E_mechanism_knowledge_graph\mechanism_database_extraction_plan.csv,url,str,0.0
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,dataset,str,0.0
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,delta_median_iauc_vs_CGMacros,float64,0.625
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,ratio_median_iauc_vs_CGMacros,float64,0.625
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,delta_median_peak_vs_CGMacros,float64,0.625
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,ratio_median_peak_vs_CGMacros,float64,0.625
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,feature_response_corr_iauc,float64,0.5
data_dictionary,module_F_external_transportability\external_domain_shift_metrics.csv,feature_response_corr_peak,float64,0.5
data_dictionary,module_F_external_transportability\external_macro_direction_consistency.csv,dataset,str,0.0
