sample_id,sample_label,outcome,outcome_label,exposure,exposure_label,exposure_type,include_creatinine,include_total_burden,n,beta,se,p_value,effect,effect_low,effect_high,result,q_value,effect_CI,p_value_fmt,q_value_fmt,inference,main_beta,main_effect,main_p_value,same_direction_as_main,beta_ratio_vs_main,retained_80_percent_of_main,robustness_decision
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1691,0.10978914509412709,0.04165398458725895,0.013340878775331733,11.604272256439764,2.4902187393054165,21.52880283699494,Nominal positive,0.02548229447303491,"11.604 (2.490, 21.529)",0.013,0.025,FDR-significant positive association,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.8307030400252614,TRUE,Robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1690,0.12425530616155661,0.04719859701233874,0.01384351562045644,13.230491852225779,2.779094399192572,24.744670694410132,Nominal positive,0.02548229447303491,"13.230 (2.779, 24.745)",0.014,0.025,FDR-significant positive association,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,1.004000786188635,TRUE,Robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1690,0.13709114856577154,0.05499820245274594,0.019111720854776183,14.693268502542622,2.4540437531131776,28.394598767572976,Nominal positive,0.02548229447303491,"14.693 (2.454, 28.395)",0.019,0.025,FDR-significant positive association,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,1.008324522672267,TRUE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1580,0.06615178425519266,0.02237113135745608,0.006245916477579319,6.8388869468407165,2.053459119378931,11.848710102882754,Nominal positive,0.01266709123999564,"6.839 (2.053, 11.849)",0.006,0.013,FDR-significant positive association,0.10681642137374453,11.272996229018917,2.6150465869782303e-4,TRUE,0.6193035060005555,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1581,0.13955744371793807,0.04741720507483756,0.00633354561999782,14.97648505888851,4.349783246145322,26.68538165828098,Nominal positive,0.01266709123999564,"14.976 (4.350, 26.685)",0.006,0.013,FDR-significant positive association,0.21080680298804125,23.467379672948606,3.280972798865584e-5,TRUE,0.6620158445543854,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1580,0.09073707181626678,0.05319712704475304,0.09954863246374715,9.49810660235424,-1.8245907389112026,22.126665320178375,Positive direction,0.11425284762694195,"9.498 (-1.825, 22.127)",0.100,0.114,Positive but not significant,0.13735725667339166,14.72379337245815,0.008499389515992934,TRUE,0.6605917591381543,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1580,0.10059405325227269,0.061631901792743644,0.11425284762694195,10.582764349947137,-2.5532551264798475,25.489545978655713,Positive direction,0.11425284762694195,"10.583 (-2.553, 25.490)",0.114,0.114,Positive but not significant,0.15301086019493892,16.533763466789807,0.010875349734191206,TRUE,0.6574308067029611,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,3336,0.01627579356431867,0.01053077542942915,0.13430060960857396,0.01627579356431867,-0.0053705253426099865,0.03792211247124733,Positive direction,0.26866106391989103,"0.016 (-0.005, 0.038)",0.134,0.269,Positive but not significant,0.08824356786813228,0.08824356786813228,0.0014068219042473397,TRUE,0.1844416987835371,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,3337,0.01481163042045057,0.011632848001459055,0.2137797641541497,0.01481163042045057,-0.009057002102519814,0.03868026294342095,Positive direction,0.26866106391989103,"0.015 (-0.009, 0.039)",0.214,0.269,Positive but not significant,0.06756372827662717,0.06756372827662717,0.0021342041420040984,TRUE,0.21922458689382995,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,3336,0.014316187033100133,0.012654534381153916,0.26866106391989103,0.014316187033100133,-0.01174631439202845,0.040378688458228715,Positive direction,0.26866106391989103,"0.014 (-0.012, 0.040)",0.269,0.269,Positive but not significant,0.06740883638695694,0.06740883638695694,0.004601609377479215,TRUE,0.21237849220417931,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,3336,0.020847890882666368,0.015079448599338493,0.17903388461621364,0.020847890882666368,-0.010208814861932973,0.05190459662726571,Positive direction,0.26866106391989103,"0.021 (-0.010, 0.052)",0.179,0.269,Positive but not significant,0.08142096096705154,0.08142096096705154,0.004569869256663978,TRUE,0.25605066109576924,FALSE,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1566,-0.03417018707462093,0.023387075072141557,0.15512793710098366,-0.03417018707462093,-0.08207643867809723,0.013736064528855368,Negative direction,0.15512793710098366,"-0.034 (-0.082, 0.014)",0.155,0.155,Negative but not significant,0.014004518017444583,0.014004518017444583,0.551640527367594,FALSE,-2.439940241574697,FALSE,Direction changed
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1567,0.08133479749921117,0.03510351965034835,0.02776659412118853,0.08133479749921117,0.009540038567130898,0.15312955643129145,Nominal positive,0.04840938521136111,"0.081 (0.010, 0.153)",0.028,0.048,FDR-significant positive association,0.13192228593487956,0.13192228593487956,5.873157711159977e-4,TRUE,0.6165356893478957,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1566,0.09588449941673084,0.041460159833989825,0.028598752225567764,0.09588449941673084,0.010815278251200336,0.18095372058226133,Nominal positive,0.04840938521136111,"0.096 (0.011, 0.181)",0.029,0.048,FDR-significant positive association,0.12276952390140039,0.12276952390140039,0.003291516401864309,TRUE,0.7810122281954791,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1566,0.10556469508857316,0.04791727242649001,0.036307038908520835,0.10556469508857316,0.007246573257401648,0.2038828169197447,Nominal positive,0.04840938521136111,"0.106 (0.007, 0.204)",0.036,0.048,FDR-significant positive association,0.13537779805088562,0.13537779805088562,0.004258828931562912,TRUE,0.7797784910705494,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1566,-0.027235650529042216,0.02861892502828532,0.3494098580672965,-2.68681045433552,-8.227625125968597,3.1885343770272634,Negative direction,0.3494098580672965,"-2.687 (-8.228, 3.189)",0.349,0.349,Negative but not significant,0.010833756001271498,1.089265363786529,0.6868965321720137,FALSE,-2.5139619653466183,FALSE,Direction changed
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1567,0.0987351728862489,0.04305609234414825,0.029277496787183704,10.377395157992432,1.073276383818178,20.53798786139016,Nominal positive,0.050341308672743,"10.377 (1.073, 20.538)",0.029,0.050,Nominal positive association,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.747064823245574,FALSE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1566,0.11241276647058415,0.048813983474178695,0.029222441068106113,11.897464054791062,1.2330142617365203,23.685366411398956,Nominal positive,0.050341308672743,"11.897 (1.233, 23.685)",0.029,0.050,Nominal positive association,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,0.9083113582880897,TRUE,Robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1566,0.12405826635873356,0.05678137762494244,0.03775598150455725,13.20818313636234,0.7581095065996912,27.196637489478647,Nominal positive,0.050341308672743,"13.208 (0.758, 27.197)",0.038,0.050,Nominal positive association,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,0.9124658558805837,TRUE,Robust positive
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,665,0.06423972527562749,0.04337742398126959,0.15019677577160745,6.634799869130048,-2.445929939504221,16.560800959693232,Positive direction,0.1880329354847682,"6.635 (-2.446, 16.561)",0.150,0.188,Positive but not significant,0.10681642137374453,11.272996229018917,2.6150465869782303e-4,TRUE,0.6014030843708607,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,666,0.059537211907652814,0.03458845059442855,0.09622889920343133,6.134525492632337,-1.125025451740036,13.927083703552379,Positive direction,0.1880329354847682,"6.135 (-1.125, 13.927)",0.096,0.188,Positive but not significant,0.21080680298804125,23.467379672948606,3.280972798865584e-5,TRUE,0.2824254770897041,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,665,0.06906054840181901,0.051081831268680385,0.1880329354847682,7.150108486250173,-3.5301497932046955,19.0127871454542,Positive direction,0.1880329354847682,"7.150 (-3.530, 19.013)",0.188,0.188,Positive but not significant,0.13735725667339166,14.72379337245815,0.008499389515992934,TRUE,0.502780486989714,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,665,0.08341757750072651,0.06092425725785434,0.18264880125475355,8.699561870494765,-4.095187878267681,23.20127102527394,Positive direction,0.1880329354847682,"8.700 (-4.095, 23.201)",0.183,0.188,Positive but not significant,0.15301086019493892,16.533763466789807,0.010875349734191206,TRUE,0.5451742274662781,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1853,-0.009115214650378433,0.008977308700034358,0.3192895951047371,-0.009115214650378433,-0.027568336963083834,0.009337907662326969,Negative direction,0.8760514086386197,"-0.009 (-0.028, 0.009)",0.319,0.876,Negative but not significant,0.08824356786813228,0.08824356786813228,0.0014068219042473397,FALSE,-0.103296080049708,FALSE,Direction changed
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1854,-0.0032562300166371003,0.009652134683150002,0.7384552916537008,-0.0032562300166371003,-0.02306077450870204,0.01654831447542784,Negative direction,0.8760514086386197,"-0.003 (-0.023, 0.017)",0.738,0.876,Negative but not significant,0.06756372827662717,0.06756372827662717,0.0021342041420040984,FALSE,-0.04819494275545408,FALSE,Direction changed
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1853,0.001984558005086211,0.012593745766507434,0.8760514086386197,0.001984558005086211,-0.02395274692460948,0.0279218629347819,Positive direction,0.8760514086386197,"0.002 (-0.024, 0.028)",0.876,0.876,Positive but not significant,0.06740883638695694,0.06740883638695694,0.004601609377479215,TRUE,0.029440621014342368,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1853,0.0051019161824733825,0.014466663531042917,0.7272940468593936,0.0051019161824733825,-0.02469273508941966,0.03489656745436642,Positive direction,0.8760514086386197,"0.005 (-0.025, 0.035)",0.727,0.876,Positive but not significant,0.08142096096705154,0.08142096096705154,0.004569869256663978,TRUE,0.06266096742014585,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,655,-0.019039528872487554,0.043550370946436906,0.6654547624485172,-0.019039528872487554,-0.10839750898442319,0.07031845123944808,Negative direction,0.6654547624485172,"-0.019 (-0.108, 0.070)",0.665,0.665,Negative but not significant,0.014004518017444583,0.014004518017444583,0.551640527367594,FALSE,-1.3595276073600793,FALSE,Direction changed
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,656,0.052129512165005,0.05486577047674684,0.35017680493357173,0.052129512165005,-0.06025792391966191,0.1645169482496719,Positive direction,0.6654547624485172,"0.052 (-0.060, 0.165)",0.350,0.665,Positive but not significant,0.13192228593487956,0.13192228593487956,5.873157711159977e-4,TRUE,0.3951531903467588,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,655,0.042209889880616205,0.05348841356150955,0.4371671512447035,0.042209889880616205,-0.06773711882137134,0.15215689858260376,Positive direction,0.6654547624485172,"0.042 (-0.068, 0.152)",0.437,0.665,Positive but not significant,0.12276952390140039,0.12276952390140039,0.003291516401864309,TRUE,0.34381407159741156,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,655,0.04296043304390328,0.06606865697850295,0.5212424174340271,0.04296043304390328,-0.09284563634700738,0.17876650243481396,Positive direction,0.6654547624485172,"0.043 (-0.093, 0.179)",0.521,0.665,Positive but not significant,0.13537779805088562,0.13537779805088562,0.004258828931562912,TRUE,0.31733736005777974,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,655,-0.010142292258575093,0.05627815637649237,0.8583278734474729,-1.0091032655440868,-11.804613440332101,11.107825687255701,Negative direction,0.8583278734474729,"-1.009 (-11.805, 11.108)",0.858,0.858,Negative but not significant,0.010833756001271498,1.089265363786529,0.6868965321720137,FALSE,-0.9361750677590254,FALSE,Direction changed
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,656,0.0617735714016484,0.0649760020239268,0.3498846267132014,6.372146049818639,-6.883960605911621,21.5154073226433,Positive direction,0.7425769301224322,"6.372 (-6.884, 21.515)",0.350,0.743,Positive but not significant,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.4674004293645955,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,655,0.051557735176994086,0.06738393864236764,0.4510816365394609,5.290997448104351,-8.327884266791163,20.933110956886857,Positive direction,0.7425769301224322,"5.291 (-8.328, 20.933)",0.451,0.743,Positive but not significant,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,0.4165939326929347,FALSE,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,655,0.04944155189484057,0.08308353510128609,0.5569326975918242,5.06841799206883,-11.42664439164066,24.635364478775877,Positive direction,0.7425769301224322,"5.068 (-11.427, 24.635)",0.557,0.743,Positive but not significant,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,0.36364951155561626,FALSE,Directionally consistent
