analysis,perm_id,outcome,outcome_label,exposure,exposure_label,n,beta,se,p_value,effect
Permuted exposure,14,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4055,0.0024027563825540646,0.014473501269495634,0.8694327164010811,0.0024027563825540646
Permuted exposure,14,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4107,0.003182728676533397,0.01564901142046518,0.8403614447392598,0.003182728676533397
Permuted exposure,15,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1954,-0.059036370397035666,0.027974530790310002,0.04389002456505379,-5.732751683888127
Permuted exposure,15,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1976,0.02585024423146147,0.038926966028258674,0.511890982633716,2.6187259504113047
Permuted exposure,15,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4058,-0.01713511244791172,0.022113823012551784,0.4454127336888132,-0.01713511244791172
Permuted exposure,15,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4101,0.023593963376709555,0.02707746613684461,0.39124504371051505,0.023593963376709555
Permuted exposure,16,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1945,-0.020368473573258494,0.022572385472903987,0.37456176955307086,-2.016243746692692
Permuted exposure,16,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,-0.039228590704573255,0.04022865986162555,0.337555176507792,-3.846911300025402
Permuted exposure,16,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4057,-0.027862322134421823,0.015081637688045267,0.07609365669814755,-0.027862322134421823
Permuted exposure,16,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4096,-0.01526742858354611,0.022668056412430023,0.5063405262917622,-0.01526742858354611
Permuted exposure,17,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1939,0.04641381765391655,0.023746994699042054,0.06069259919436994,4.75077984986787
Permuted exposure,17,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,-0.019841886003949406,0.02551063116083332,0.442992999569773,-1.964633131093796
Permuted exposure,17,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4050,0.015383223890732893,0.017471993608883574,0.3863854489722781,0.015383223890732893
Permuted exposure,17,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4104,-0.01968525992460878,0.022629788177140453,0.39203256973093525,-0.01968525992460878
Permuted exposure,18,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1951,0.03448646945796917,0.024280531376806636,0.16655057654137698,3.5088022979363753
Permuted exposure,18,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1970,0.010923014676447691,0.029799496979926086,0.7166153817439131,1.0982888603941365
Permuted exposure,18,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4058,0.026510410053983295,0.017833416132991747,0.14915853695807957,0.026510410053983295
Permuted exposure,18,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,-0.022513388650354058,0.020163457904558674,0.2740275718321701,-0.022513388650354058
Permuted exposure,19,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1949,0.010459460525094898,0.02604762143806486,0.6910626079883276,1.0514351893440965
Permuted exposure,19,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1979,0.026731758392935977,0.035750975181897224,0.46064909427942613,2.7092256931110947
Permuted exposure,19,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4052,-0.023229714002268587,0.01731541925525476,0.19133891766719419,-0.023229714002268587
Permuted exposure,19,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4104,-0.027608151402484835,0.018843417796193185,0.15443283831522067,-0.027608151402484835
Permuted exposure,20,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,0.017420253497172473,0.02876934917678603,0.5497143317320763,1.7572871037208726
Permuted exposure,20,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1975,0.058988539273189616,0.0398929513791464,0.15000906552745719,6.076308355458293
Permuted exposure,20,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4064,0.0018101197200492782,0.015898630999125474,0.9102283077313964,0.0018101197200492782
Permuted exposure,20,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,0.010116581303767476,0.020820565314194288,0.6309626874532644,0.010116581303767476
Permuted exposure,21,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1950,0.01739703448884752,0.020057071703880207,0.3931087190165826,1.7549244278540765
Permuted exposure,21,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1977,0.058232871747447616,0.03882926850960742,0.1444969720316234,5.996180212914082
Permuted exposure,21,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4058,-0.020516528086067253,0.01753594623416483,0.2526264687503799,-0.020516528086067253
Permuted exposure,21,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,-0.003468206614805707,0.019153104137550257,0.8576587674346372,-0.003468206614805707
Permuted exposure,22,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1947,0.010006763113909245,0.028513168764067762,0.7282510339566178,1.0056998191601885
Permuted exposure,22,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1970,0.026469304655320283,0.02620103299279791,0.320736071916829,2.682272810037478
Permuted exposure,22,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.018651955811696118,0.020211467770524037,0.36457572174599473,0.018651955811696118
Permuted exposure,22,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,0.03241182604831386,0.018108967695726577,0.08470534779820552,0.03241182604831386
Permuted exposure,23,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,0.02170704156835836,0.02454787903193138,0.3840789364239836,2.1944353397154615
Permuted exposure,23,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1974,-0.012756872876297308,0.04285992600824437,0.7680990207469229,-1.2675848877082285
Permuted exposure,23,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4057,-0.012328497326351485,0.019288604323104332,0.5283105297949371,-0.012328497326351485
Permuted exposure,23,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,-0.029955124475400104,0.028864069813273344,0.3085686631410915,-0.029955124475400104
Permuted exposure,24,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,0.005402236723957062,0.025352849018888773,0.8328068154206905,0.5416855116919361
Permuted exposure,24,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,-0.06669787295417853,0.03825317207059314,0.091824598049132,-6.452220821281774
Permuted exposure,24,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4050,-0.004130464345207745,0.021835365783107706,0.8514332352805191,-0.004130464345207745
Permuted exposure,24,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4101,0.00787980113202057,0.017077529947999222,0.6481978689870616,0.00787980113202057
Permuted exposure,25,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,0.0053426411359540765,0.022280429942507778,0.8122392571970252,0.5356938493651375
Permuted exposure,25,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,-0.05759134090312888,0.039629345979569894,0.15689085057495783,-5.596434262134908
Permuted exposure,25,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4056,0.030672573186714385,0.015487487571911257,0.0583233261682673,0.030672573186714385
Permuted exposure,25,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,-0.013652421808944257,0.02049239539574889,0.5109239542252113,-0.013652421808944257
Permuted exposure,26,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1949,-0.021183082910305864,0.022169680522444103,0.34750330956900155,-2.096029727800941
Permuted exposure,26,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1981,0.025347295004140895,0.04122758655393009,0.5434720008354161,2.5671269184202483
Permuted exposure,26,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.02502156789357632,0.014123341982752904,0.08817514644609248,0.02502156789357632
Permuted exposure,26,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4107,0.03262169720141383,0.02104887279284772,0.13283115637244403,0.03262169720141383
Permuted exposure,27,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1949,0.04127667353573851,0.025603078394428165,0.11813987729530091,4.214039833089056
Permuted exposure,27,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1972,-0.005856602106768331,0.044762237947563684,0.8968068809466064,-0.5839485643722719
Permuted exposure,27,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4063,0.020973190099758173,0.016475671213742306,0.21429058625477732,0.020973190099758173
Permuted exposure,27,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4106,-0.006761311941050693,0.02643539437278872,0.8000689791305803,-0.006761311941050693
Permuted exposure,28,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1955,0.01632468175887216,0.030070534310103408,0.5915083297394172,1.6458657419960998
Permuted exposure,28,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,0.02111852586115761,0.03547434546888451,0.5562483184715181,2.1343100034173057
Permuted exposure,28,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4053,0.006185936472294126,0.01600892843717567,0.7023406670092142,0.006185936472294126
Permuted exposure,28,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4099,0.005633479034523929,0.01668996777481252,0.7383223986439695,0.005633479034523929
Permuted exposure,29,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1945,0.02096406867806945,0.024138137447255348,0.3925020440980027,2.1185358438450264
Permuted exposure,29,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1968,0.031123486141628232,0.037179448462418115,0.40937354783576485,3.161288591633893
Permuted exposure,29,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4051,-0.0031806125705800157,0.015193707481780642,0.8358163652785462,-0.0031806125705800157
Permuted exposure,29,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4096,-0.007767826376530963,0.023359169412413058,0.7420506759338694,-0.007767826376530963
Permuted exposure,30,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1953,-0.030377908708393665,0.0274283748584831,0.2774862633273617,-2.9921136981284513
Permuted exposure,30,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1963,-0.038932352065849544,0.036279417547872256,0.2920639254523865,-3.8184228204339643
Permuted exposure,30,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4060,-0.0016731294622280514,0.01570940091983207,0.9159992334208306,-0.0016731294622280514
Permuted exposure,30,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4092,-0.042226917425335034,0.03988534758519918,0.29911315359999385,-0.042226917425335034
Permuted exposure,31,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1948,0.0295443854598433,0.02506446878352037,0.24842358545653448,2.998515082188691
Permuted exposure,31,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1981,-0.03448324125511839,0.03470382846284948,0.32861538473197227,-3.389546974982416
Permuted exposure,31,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.008910296062064114,0.014524771596245654,0.5449053729000741,0.008910296062064114
Permuted exposure,31,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4106,0.01133229790601476,0.02143069484930221,0.6012728036033463,0.01133229790601476
Permuted exposure,32,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1951,-0.02904568662701886,0.029193254656044484,0.3282840013732303,-2.8627915261299486
Permuted exposure,32,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1970,0.101990058356815,0.04396318095697655,0.027587654721078412,10.737246257131305
Permuted exposure,32,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4050,-0.01189514439962552,0.020669568993601378,0.5699072171773016,-0.01189514439962552
Permuted exposure,32,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4102,0.01415940522011223,0.01869208819257666,0.45507377197128773,0.01415940522011223
Permuted exposure,33,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1954,-0.006175919672023357,0.025166930000115856,0.807937888674079,-0.6156887879888107
Permuted exposure,33,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,-0.09584172675038712,0.03994910494734779,0.023086481552260354,-9.139218700001061
Permuted exposure,33,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4054,0.00944066529930167,0.015007852584613767,0.5348057357932613,0.00944066529930167
Permuted exposure,33,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4103,-0.007984753893232747,0.022725315051086145,0.7280458526254192,-0.007984753893232747
Permuted exposure,34,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1945,0.017588139788315603,0.027739199623907352,0.5311921393211659,1.774372191385365
Permuted exposure,34,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1967,0.017640523874747707,0.04739086304477334,0.7124245401577626,1.7797036885363937
Permuted exposure,34,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4051,-0.02995037069694671,0.019978239866897448,0.14588002562944716,-0.02995037069694671
Permuted exposure,34,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,0.015550454592854972,0.023106844998990378,0.5066794723854732,0.015550454592854972
Permuted exposure,35,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1951,0.019522746166373076,0.02556788070737618,0.45151267591229816,1.9714561193928226
Permuted exposure,35,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,-0.037409340554002926,0.03704458284295048,0.3209209258057934,-3.6718255648447995
Permuted exposure,35,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4052,0.019993704246971226,0.020530102867599657,0.3390939993195886,0.019993704246971226
Permuted exposure,35,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4106,-0.0013517385255468557,0.020070965598593563,0.9468009575618443,-0.0013517385255468557
Permuted exposure,36,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1955,-0.017312611913744617,0.02158014070815757,0.4291667056337959,-1.7163609759383136
Permuted exposure,36,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1971,0.01638345636650137,0.04117739948123193,0.6936362220662469,1.651840113441172
Permuted exposure,36,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4059,-0.00671608538512941,0.015669829830158768,0.6717446047716356,-0.00671608538512941
Permuted exposure,36,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4105,2.2578558586155493e-4,0.02882002024546409,0.993806772142685,2.2578558586155493e-4
Permuted exposure,37,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1965,-0.014936370543307148,0.025273179126804924,0.559263514869579,-1.4825376265181323
Permuted exposure,37,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1969,0.01992734341909892,0.052758892732077144,0.7083995183610562,2.0127218378304113
Permuted exposure,37,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4060,-0.023093103331747963,0.018327853825247053,0.21886175089293822,-0.023093103331747963
Permuted exposure,37,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,4100,-0.040574704866241415,0.023353456084556874,0.09370973214016977,-0.040574704866241415
Permuted exposure,38,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),1952,-0.005759250493011171,0.028074688889961903,0.8389465577464155,-0.574269780216663
Permuted exposure,38,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,1970,-0.0684288896790173,0.04408549948629906,0.13146398581474122,-6.614013518279538
Permuted exposure,38,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),4059,-0.010180926643791647,0.017592470480327794,0.5677652502565402,-0.010180926643791647
