block,feature,endpoint,n,pearson_r,p,q
lipids,TAG52:4-FA14:0,stanford_msi,36,0.43940710952179446,0.006758053087114844,0.1089671282798369
lipids,DAG(14:0/18:2),stanford_msi,36,0.438690692456294,0.006862605157870442,0.1089671282798369
lipids,TAG50:4-FA18:2,stanford_msi,36,0.4384793840328628,0.006893703577293464,0.1089671282798369
lipids,TAG49:2-FA14:0,stanford_msi,36,0.437230050708779,0.007080020300136175,0.1089671282798369
lipids,TAG54:6-FA16:1,stanford_msi,36,0.4368950659427624,0.00713069665539623,0.1089671282798369
lipids,TAG51:4-FA16:1,stanford_msi,36,0.43623432839841747,0.007231553775824259,0.1089671282798369
lipids,TAG48:3-FA14:0,stanford_msi,36,0.4352261896363786,0.007387765555866082,0.1089671282798369
lipids,TAG52:3-FA18:0,stanford_msi,36,0.4334785955292492,0.007665323620840884,0.1089671282798369
lipids,TAG50:5-FA20:4,stanford_msi,36,0.4314596763963588,0.007996902369352219,0.1089671282798369
lipids,TAG51:3-FA16:1,stanford_msi,36,0.43118271253596246,0.008043320944440869,0.1089671282798369
lipids,TAG52:5-FA20:3,stanford_msi,36,0.4300965355137895,0.008227564516251479,0.1089671282798369
lipids,TAG56:4-FA16:0,stanford_msi,36,0.42990174630888767,0.008260979638229632,0.1089671282798369
lipids,TAG48:3-FA14:1,stanford_msi,36,0.4291195906585866,0.008396310402212743,0.1089671282798369
lipids,TAG54:5-FA16:1,stanford_msi,36,0.42907779050324135,0.008403595124317882,0.1089671282798369
lipids,TAG56:6-FA20:4,stanford_msi,36,0.42722094648647485,0.008732620717010387,0.1089671282798369
lipids,TAG52:3-FA14:0,stanford_msi,36,0.4253230611704489,0.009080074062251017,0.1089671282798369
lipids,TAG56:3-FA16:0,stanford_msi,36,0.42492138965594967,0.00915508304746371,0.1089671282798369
lipids,TAG56:6-FA22:4,stanford_msi,36,0.4238302676355431,0.009361479653386663,0.1089671282798369
lipids,TAG52:1-FA16:1,stanford_msi,36,0.4237586772589737,0.009375157456900976,0.1089671282798369
lipids,TAG52:3-FA20:3,stanford_msi,36,0.4228732113193336,0.009545726406381138,0.1089671282798369
lipids,TAG48:4-FA14:1,stanford_msi,36,0.42217060812838647,0.00968292049281414,0.1089671282798369
lipids,LPC(17:0),stanford_msi,36,-0.42188657574630756,0.009738850791431804,0.1089671282798369
lipids,TAG49:1-FA16:1,stanford_msi,36,0.4210332023122537,0.009908529366377584,0.1089671282798369
lipids,TAG52:3-FA20:2,stanford_msi,36,0.42043629211046274,0.010028685324507068,0.1089671282798369
lipids,TAG54:3-FA16:0,stanford_msi,36,0.42011008550000645,0.010094865172217967,0.1089671282798369
lipids,LPC(17:0),stanford_mean_iauc_2h,28,-0.5371470098265432,0.0026937329130846863,0.8988564960829574
lipids,CE(18:1),stanford_mean_iauc_2h,28,-0.5174609658772041,0.004178924570501336,0.8988564960829574
lipids,LPC(18:3),stanford_mean_iauc_2h,28,-0.5126057395589424,0.004636076269980822,0.8988564960829574
lipids,LPC(16:0),stanford_mean_iauc_2h,28,-0.4840297464992405,0.008262064575841919,0.8988564960829574
lipids,LPC(18:2),stanford_mean_iauc_2h,28,-0.46845735423525886,0.011070653572414867,0.8988564960829574
lipids,LPC(18:1),stanford_mean_iauc_2h,28,-0.46464068880533194,0.01186723709984936,0.8988564960829574
lipids,LPC(18:0),stanford_mean_iauc_2h,28,-0.4584945629387656,0.013248544822705665,0.8988564960829574
lipids,CE(20:1),stanford_mean_iauc_2h,28,-0.445096056383345,0.016718524366281774,0.8988564960829574
lipids,CE(18:0),stanford_mean_iauc_2h,28,-0.4447687722509404,0.01681171783118375,0.8988564960829574
lipids,LPC(15:0),stanford_mean_iauc_2h,28,-0.44224568001974734,0.017544422254772773,0.8988564960829574
lipids,LCER(16:0),stanford_mean_iauc_2h,28,-0.440166327891903,0.018167553226164902,0.8988564960829574
lipids,PC(18:0/20:4),stanford_mean_iauc_2h,28,0.43758399093470096,0.018966258960306303,0.8988564960829574
lipids,CE(17:0),stanford_mean_iauc_2h,28,-0.434202057917998,0.02005500329125027,0.8988564960829574
lipids,DAG(12:0/18:2),stanford_mean_iauc_2h,28,-0.4230540613478228,0.024006197101709946,0.8988564960829574
lipids,TAG56:8-FA20:4,stanford_mean_iauc_2h,28,0.41219777710483274,0.028431547061676155,0.8988564960829574
lipids,CE(18:2),stanford_mean_iauc_2h,28,-0.40478990910093016,0.031807494500631944,0.8988564960829574
lipids,TAG58:7-FA20:4,stanford_mean_iauc_2h,28,0.39298456365191553,0.03783625961424032,0.8988564960829574
lipids,FFA(20:2),stanford_mean_iauc_2h,28,0.39149875289541963,0.03865466581624479,0.8988564960829574
lipids,LPE(18:0),stanford_mean_iauc_2h,28,-0.39149661470868374,0.03865585349603519,0.8988564960829574
lipids,PE(O-18:0/18:1),stanford_mean_iauc_2h,28,-0.3876016238035972,0.04086741172069226,0.8988564960829574
lipids,DCER(24:0),stanford_mean_iauc_2h,28,-0.386721254198966,0.04138074481608874,0.8988564960829574
lipids,SM(16:0),stanford_mean_iauc_2h,28,-0.3797077714519966,0.04565265405488545,0.8988564960829574
lipids,CE(15:0),stanford_mean_iauc_2h,28,-0.3757412969585745,0.04821621927660476,0.8988564960829574
lipids,PE(P-18:0/18:1),stanford_mean_iauc_2h,28,-0.36662475380279475,0.05453148447906469,0.8988564960829574
lipids,TAG58:9-FA20:4,stanford_mean_iauc_2h,28,0.36150617347903935,0.05834628748493271,0.8988564960829574
lipids,PC(16:0/20:4),stanford_mean_iauc_2h,28,0.35167529110939527,0.06624371110973148,0.8988564960829574
lipids,CER(24:1),stanford_mean_iauc_2h,28,-0.3487700407409011,0.0687264389088821,0.8988564960829574
lipids,HCER(24:0),stanford_mean_iauc_2h,28,-0.34799058851095727,0.06940438999835181,0.8988564960829574
lipids,TAG51:2-FA15:0,stanford_mean_iauc_2h,28,-0.3383558018064875,0.07820913511160509,0.8988564960829574
lipids,SM(18:0),stanford_mean_iauc_2h,28,-0.3368315951680857,0.07967556552193449,0.8988564960829574
lipids,LPC(20:3),stanford_mean_iauc_2h,28,-0.3348456471724389,0.08161707004208682,0.8988564960829574
lipids,LPE(16:0),stanford_mean_iauc_2h,28,-0.33465468360811146,0.08180561048678174,0.8988564960829574
lipids,TAG58:10-FA20:4,stanford_mean_iauc_2h,28,0.3327917341992089,0.08366206922162618,0.8988564960829574
lipids,TAG58:8-FA20:4,stanford_mean_iauc_2h,28,0.3318196801330624,0.08464314919369756,0.8988564960829574
lipids,TAG51:1-FA15:0,stanford_mean_iauc_2h,28,-0.330822528749608,0.08565846003967871,0.8988564960829574
lipids,PC(18:1/18:2),stanford_mean_iauc_2h,28,-0.32707147749132176,0.08955930874680314,0.8988564960829574
lipids,PC(16:0/16:0),stanford_mean_iauc_2h,28,-0.3270593079501144,0.08957217540454461,0.8988564960829574
lipids,TAG53:2-FA17:0,stanford_mean_iauc_2h,28,-0.32479194224579644,0.0919934797270111,0.8988564960829574
lipids,PC(18:2/18:2),stanford_mean_iauc_2h,28,-0.32060801540365286,0.0965883539648462,0.8988564960829574
lipids,DAG(16:0/18:0),stanford_mean_iauc_2h,28,-0.31908409423715145,0.09830334343847517,0.8988564960829574
lipids,PC(18:1/20:4),stanford_mean_iauc_2h,28,0.3183540752354453,0.09913279616971789,0.8988564960829574
lipids,TAG56:7-FA20:4,stanford_mean_iauc_2h,28,0.31778403069888883,0.09978405964780705,0.8988564960829574
lipids,PE(P-18:0/18:2),stanford_mean_iauc_2h,28,-0.31073388347894665,0.10810096743053545,0.8988564960829574
lipids,TAG53:2-FA18:1,stanford_mean_iauc_2h,28,-0.30970889879741287,0.10935101733808225,0.8988564960829574
lipids,TAG58:8-FA20:3,stanford_mean_iauc_2h,28,0.3090694110968106,0.11013624543743586,0.8988564960829574
lipids,TAG58:6-FA20:4,stanford_mean_iauc_2h,28,0.304650672694676,0.11567468449270267,0.8988564960829574
lipids,FFA(18:2),stanford_mean_iauc_2h,28,0.3043642702942138,0.1160405006273604,0.8988564960829574
lipids,PC(16:0/18:1),stanford_mean_iauc_2h,28,-0.303272723630874,0.11744240271504024,0.8988564960829574
lipids,FFA(18:4),stanford_mean_iauc_2h,28,-0.3011389517047078,0.12021820817697876,0.8988564960829574
lipids,PC(16:0/18:0),stanford_mean_iauc_2h,28,-0.29968163761569033,0.1221410494138406,0.8988564960829574
lipids,LPC(17:0),stanford_mean_peak_delta_2h,28,-0.5543476636174459,0.0017890815192949092,0.8372001818293372
lipids,CE(18:1),stanford_mean_peak_delta_2h,28,-0.5248047307724987,0.003559854826247483,0.8372001818293372
lipids,LPC(18:3),stanford_mean_peak_delta_2h,28,-0.520284999501329,0.003930925220254113,0.8372001818293372
lipids,LPC(18:1),stanford_mean_peak_delta_2h,28,-0.4906643587761245,0.007260038337542268,0.8372001818293372
lipids,LPC(16:0),stanford_mean_peak_delta_2h,28,-0.4896122086304984,0.007411835629154515,0.8372001818293372
lipids,LPC(18:2),stanford_mean_peak_delta_2h,28,-0.4876345946245275,0.007704296151803717,0.8372001818293372
lipids,LPC(18:0),stanford_mean_peak_delta_2h,28,-0.4712334871545082,0.010519326572248721,0.8705870993355546
lipids,CE(20:1),stanford_mean_peak_delta_2h,28,-0.4577293525254817,0.013429372171319159,0.8705870993355546
lipids,CE(18:0),stanford_mean_peak_delta_2h,28,-0.44978313532462394,0.015429324077371173,0.8705870993355546
lipids,LPC(15:0),stanford_mean_peak_delta_2h,28,-0.44411774175746005,0.016998352319399387,0.8705870993355546
lipids,CE(17:0),stanford_mean_peak_delta_2h,28,-0.44291114493348727,0.01734870275300036,0.8705870993355546
lipids,TAG56:8-FA20:4,stanford_mean_peak_delta_2h,28,0.4343665261778689,0.020000914152784773,0.8705870993355546
lipids,TAG58:7-FA20:4,stanford_mean_peak_delta_2h,28,0.4240820723614675,0.023617577830330083,0.8705870993355546
lipids,DAG(12:0/18:2),stanford_mean_peak_delta_2h,28,-0.42089488888422744,0.024839132937289864,0.8705870993355546
lipids,LCER(16:0),stanford_mean_peak_delta_2h,28,-0.41221384960778473,0.0284245462770079,0.8705870993355546
lipids,PC(18:0/20:4),stanford_mean_peak_delta_2h,28,0.4113797245800707,0.028789688679164798,0.8705870993355546
lipids,CE(18:2),stanford_mean_peak_delta_2h,28,-0.4105430758032068,0.029159677830067454,0.8705870993355546
lipids,SM(16:0),stanford_mean_peak_delta_2h,28,-0.3985656295492769,0.03488312275378897,0.8705870993355546
lipids,LPE(18:0),stanford_mean_peak_delta_2h,28,-0.39821852706014227,0.035061308336386425,0.8705870993355546
lipids,HCER(24:0),stanford_mean_peak_delta_2h,28,-0.3966316515509219,0.03588510124626069,0.8705870993355546
lipids,PE(O-18:0/18:1),stanford_mean_peak_delta_2h,28,-0.39374775058250117,0.037421215063535226,0.8705870993355546
lipids,TAG58:9-FA20:4,stanford_mean_peak_delta_2h,28,0.38571055331001575,0.04197628018608845,0.8705870993355546
lipids,PE(P-18:0/18:1),stanford_mean_peak_delta_2h,28,-0.3815564379430021,0.044494714812475265,0.8705870993355546
lipids,SM(18:0),stanford_mean_peak_delta_2h,28,-0.37881641958982165,0.0462192820650826,0.8705870993355546
lipids,CE(15:0),stanford_mean_peak_delta_2h,28,-0.3709362181239108,0.05146987855908611,0.8705870993355546
lipids,TAG58:8-FA20:4,stanford_mean_peak_delta_2h,28,0.36257005653606816,0.05753701355763042,0.8705870993355546
lipids,TAG51:2-FA15:0,stanford_mean_peak_delta_2h,28,-0.3564066746964439,0.062347236572402,0.8705870993355546
lipids,TAG51:1-FA15:0,stanford_mean_peak_delta_2h,28,-0.3557934164128292,0.06284215590632347,0.8705870993355546
lipids,LPC(20:3),stanford_mean_peak_delta_2h,28,-0.353076059304298,0.06507132656497831,0.8705870993355546
lipids,PC(16:0/20:4),stanford_mean_peak_delta_2h,28,0.35119993577816133,0.06664519351102184,0.8705870993355546
lipids,DCER(24:0),stanford_mean_peak_delta_2h,28,-0.3510577033520819,0.06676568111340528,0.8705870993355546
lipids,CER(24:1),stanford_mean_peak_delta_2h,28,-0.35022863430982815,0.06747129949400978,0.8705870993355546
lipids,TAG53:2-FA17:0,stanford_mean_peak_delta_2h,28,-0.34863627131118546,0.06884243008601361,0.8705870993355546
lipids,TAG58:10-FA20:4,stanford_mean_peak_delta_2h,28,0.34852326310554177,0.06894053493607488,0.8705870993355546
lipids,CE(12:0),stanford_mean_peak_delta_2h,28,-0.3469817530929349,0.07028936808289989,0.8705870993355546
lipids,FFA(20:2),stanford_mean_peak_delta_2h,28,0.33972538425483567,0.07690885259877925,0.8705870993355546
lipids,PC(16:0/16:0),stanford_mean_peak_delta_2h,28,-0.3355146009221226,0.08095917086537117,0.8705870993355546
lipids,TAG58:6-FA20:4,stanford_mean_peak_delta_2h,28,0.3327813857147783,0.08367246882984344,0.8705870993355546
lipids,TAG58:8-FA20:3,stanford_mean_peak_delta_2h,28,0.33223916261109865,0.0842187234279473,0.8705870993355546
lipids,TAG53:2-FA18:1,stanford_mean_peak_delta_2h,28,-0.33202483626431334,0.0844353763554532,0.8705870993355546
lipids,TAG54:8-FA20:4,stanford_mean_peak_delta_2h,28,0.32606854428607157,0.09062430921346896,0.8705870993355546
lipids,PC(18:1/18:2),stanford_mean_peak_delta_2h,28,-0.3250477722303795,0.09171787795752517,0.8705870993355546
lipids,TAG56:7-FA20:4,stanford_mean_peak_delta_2h,28,0.32292812488077155,0.09401990528013815,0.8705870993355546
lipids,TAG56:9-FA20:4,stanford_mean_peak_delta_2h,28,0.3217363313349645,0.09533287475861278,0.8705870993355546
lipids,PE(P-18:0/18:2),stanford_mean_peak_delta_2h,28,-0.3206116084038265,0.09658433675436241,0.8705870993355546
lipids,LPE(16:0),stanford_mean_peak_delta_2h,28,-0.3172910290005582,0.10034983800296163,0.8705870993355546
lipids,DAG(14:0/14:0),stanford_mean_peak_delta_2h,28,-0.315800581255906,0.10207465488989627,0.8705870993355546
lipids,TAG49:1-FA18:1,stanford_mean_peak_delta_2h,28,-0.31245360133108985,0.10602712958714632,0.8705870993355546
lipids,PC(18:2/18:2),stanford_mean_peak_delta_2h,28,-0.311337795062484,0.10736935324417768,0.8705870993355546
lipids,CER(20:0),stanford_mean_peak_delta_2h,28,-0.30907162741179683,0.11013351694232411,0.8705870993355546
metabolomics,Glucose,stanford_msi,36,0.6854813677117113,1.4221143973642298e-06,0.0009983243069496893
metabolomics,"1,2,4-Trihydroxybenzene",stanford_msi,36,0.6689634606327215,3.3749380682636688e-06,0.0011376624228109412
metabolomics,Glutamic acid,stanford_msi,36,0.661598149399543,4.8618052256877835e-06,0.0011376624228109412
metabolomics,LPE 20:2,stanford_msi,36,-0.6319379280305066,1.8891242002893578e-05,0.0033154129715078228
metabolomics,Tyr-Val,stanford_msi,36,-0.6136089502706996,4.033061398493455e-05,0.0048564259655389875
metabolomics,Glutathione,stanford_msi,36,-0.6128860747952753,4.150791423537596e-05,0.0048564259655389875
metabolomics,"1-(9Z,12Z-Octadecadienoyl-2-hydroxy-sn-glycero-3-phosphocholine",stanford_msi,36,-0.6012363019365143,6.525985956755471e-05,0.006158350987263291
metabolomics,LPE 20:1,stanford_msi,36,-0.5993138483892116,7.01806380314905e-05,0.006158350987263291
metabolomics,LPC 18:2,stanford_msi,36,-0.5793530550917723,0.000144718685311537,0.010405258474572816
metabolomics,LPC 18:1,stanford_msi,36,-0.5786664463640838,0.00014822305519334496,0.010405258474572816
metabolomics,Nordeprenyl,stanford_msi,36,0.5488454710521674,0.00039585747816164553,0.025262904515406834
metabolomics,MMV019838,stanford_msi,36,0.5412546081602128,0.0004999310643400787,0.026945814585070685
metabolomics,Aspartic acid,stanford_msi,36,-0.5384868863066553,0.0005434874103542579,0.026945814585070685
metabolomics,Tyrosine,stanford_msi,36,0.5379684244076265,0.0005520084012911382,0.026945814585070685
metabolomics,O-Phosphotyrosine,stanford_msi,36,-0.5344105473961575,0.000613725294535246,0.026945814585070685
metabolomics,Glu-Asp,stanford_msi,36,-0.5343871969925242,0.0006141496201725513,0.026945814585070685
metabolomics,2-Hydroxyethanesulfonate,stanford_msi,36,-0.5214034578433115,0.0008941277316864751,0.036922215743759146
metabolomics,Norphenylephrine,stanford_msi,36,0.5147926484261686,0.001075587936073859,0.04175280880123467
metabolomics,Benzoic acid,stanford_msi,36,0.5112006167062302,0.0011870831034002207,0.04175280880123467
metabolomics,MMV020120,stanford_msi,36,-0.5111248785544893,0.001189538712285888,0.04175280880123467
metabolomics,LPC 20:4/0:0,stanford_msi,36,-0.5084232403954483,0.001280083755496512,0.04279137125516911
metabolomics,Ursodeoxycholic acid,stanford_msi,36,0.5024239883850335,0.001502915349219461,0.047956662506911885
metabolomics,Glu-Phe,stanford_msi,36,0.498064954130741,0.0016853232800916463,0.0491661875151068
metabolomics,Parabanic acid,stanford_msi,36,0.49765529744015075,0.0017034153122926297,0.0491661875151068
metabolomics,Cys-Gly or Gly-Cys,stanford_msi,36,-0.4965970993661854,0.0017509326038143448,0.0491661875151068
metabolomics,N-(1-Deoxy-1-fructosyl)leucine|N-(1-Deoxy-1-fructosyl)isoleucine,stanford_msi,36,0.4942232714991378,0.0018617347813376323,0.05026683909611607
metabolomics,Propionyl-carnitine; CE20; UFAHZIUFPNSHSL-MRVPVSSYSA-N,stanford_msi,36,0.4926447665917533,0.0019387383408646134,0.05040719686247995
metabolomics,LPC 17:0/0:0,stanford_msi,36,-0.4885367167887656,0.002152222284374556,0.05395928727253351
metabolomics,LPE 20:0,stanford_msi,36,-0.486730029116336,0.0022523747405714077,0.05452300234072856
metabolomics,MG 18:3,stanford_msi,36,-0.48357738030807734,0.0024368175116898073,0.056740060247099565
metabolomics,LPC 18:0/0:0,stanford_msi,36,-0.48245411987284675,0.0025056151960969894,0.056740060247099565
metabolomics,Hippuric acid,stanford_msi,36,-0.4805999834792209,0.0026228507129214323,0.05753878751471392
metabolomics,Thiabendazole,stanford_msi,36,-0.47857398519378674,0.0027563385533070374,0.05863483831580425
metabolomics,Cys-Pro or Pro-Cys,stanford_msi,36,-0.47547927962108155,0.002971545638753184,0.06135367760013927
metabolomics,LPC 16:0,stanford_msi,36,-0.4727840780126178,0.0031706131672618854,0.06359344124050982
metabolomics,N-(1-Deoxy-1-fructosyl)valine,stanford_msi,36,0.4686340925498796,0.003499550206030487,0.0672231756951584
metabolomics,N6-Carbamoyl-L-threonyladenosine,stanford_msi,36,0.4678098540672255,0.0035682579608898304,0.0672231756951584
metabolomics,Catechol sulfate,stanford_msi,36,-0.4662379153100748,0.0037025093702103464,0.0672231756951584
metabolomics,O-(Desmorpholinopropyl)gefitinib,stanford_msi,36,-0.46582117188332633,0.0037388199451700425,0.0672231756951584
metabolomics,C3:0 AC (Propionylcarnitine),stanford_msi,36,0.46478553267423395,0.003830380381490507,0.0672231756951584
metabolomics,Pyroglutamic acid,stanford_msi,36,-0.46034567723196373,0.004245033266059833,0.07268325250668299
metabolomics,Indoleacrylic acid,stanford_msi,36,-0.4578134799605972,0.004498298284402272,0.07518584275358083
metabolomics,Fructosyllysine,stanford_msi,36,0.4524408543097009,0.005078728081997001,0.08231382272738656
metabolomics,Hydroxyprogesterone,stanford_msi,36,-0.4511512263370276,0.0052271914656130845,0.08231382272738656
metabolomics,Cyclo(Leu-Pro),stanford_msi,36,0.45072958423754433,0.0052765270979093955,0.08231382272738656
metabolomics,"C14:0,DC FA(2)",stanford_msi,36,-0.4491599395329516,0.00546369356993222,0.08292864312039089
metabolomics,Hydroxycholenoic acid,stanford_msi,36,0.4474946345438351,0.005668420628476251,0.08292864312039089
metabolomics,LPC 18:0,stanford_msi,36,-0.44709873579432213,0.005718040435912443,0.08292864312039089
metabolomics,gamma-Glutamylglutamine,stanford_msi,36,-0.44654182126100844,0.005788466542591387,0.08292864312039089
metabolomics,Lenticin,stanford_msi,36,-0.4429248182300503,0.006264069408646625,0.08794753449739862
metabolomics,Thiabendazole,stanford_mean_iauc_2h,28,-0.6558852774889723,8.573005379521681e-05,0.03958935649725456
metabolomics,LPC 17:0/0:0,stanford_mean_iauc_2h,28,-0.6350959574760028,0.0001771480255657633,0.03958935649725456
metabolomics,9-Oxo-11-(3-pentyl-2-oxiranyl)-10E-undecenoic acid,stanford_mean_iauc_2h,28,0.6330017573496605,0.00018993135394532046,0.03958935649725456
metabolomics,LPC 18:0/0:0,stanford_mean_iauc_2h,28,-0.6277534962866527,0.0002255803789017354,0.03958935649725456
metabolomics,"1H-Indole-3-carboxamide, 1-(5-chloropentyl)-N-1-naphthalenyl-",stanford_mean_iauc_2h,28,-0.6134118656734446,0.00035444638311477863,0.049764272189314916
metabolomics,Hippuric acid,stanford_mean_iauc_2h,28,-0.6018957922773842,0.0005003420941666906,0.0585400250175028
metabolomics,LPE 20:1,stanford_mean_iauc_2h,28,-0.5678583207855399,0.0012739653202378288,0.12708492289805845
metabolomics,LPE 20:0,stanford_mean_iauc_2h,28,-0.5593457358438645,0.001580929529807831,0.12708492289805845
metabolomics,LPC 15:0,stanford_mean_iauc_2h,28,-0.5494261412370589,0.0020164769413788595,0.12708492289805845
metabolomics,LPC 16:0,stanford_mean_iauc_2h,28,-0.549132466964994,0.0020307910366449645,0.12708492289805845
metabolomics,Hexadecadienoic acid,stanford_mean_iauc_2h,28,0.5474571287863725,0.002114116473866835,0.12708492289805845
metabolomics,Salicylic acid ethyl ester,stanford_mean_iauc_2h,28,-0.546318562447738,0.0021723918444112554,0.12708492289805845
metabolomics,Phenyl glucuronide,stanford_mean_iauc_2h,28,-0.542504668250834,0.002377667959620807,0.12839406981952356
metabolomics,LPC 16:0/0:0,stanford_mean_iauc_2h,28,-0.5287263514359338,0.0032622816608422122,0.16207004847027023
metabolomics,LPE 18:0,stanford_mean_iauc_2h,28,-0.5260492485920869,0.0034630352237237224,0.16207004847027023
metabolomics,LPE 16:0,stanford_mean_iauc_2h,28,-0.5179180800725454,0.004137911333669183,0.16860915235579324
metabolomics,Nitrilotriacetic acid,stanford_mean_iauc_2h,28,0.5142585672982816,0.004475956265862114,0.16860915235579324
metabolomics,2-Hydroxyethanesulfonate,stanford_mean_iauc_2h,28,-0.5107450467430201,0.004822063175524121,0.16860915235579324
metabolomics,Azoxystrobin (free acid),stanford_mean_iauc_2h,28,0.5087282054074925,0.005030690238645984,0.16860915235579324
metabolomics,"1-(9Z,12Z-Octadecadienoyl-2-hydroxy-sn-glycero-3-phosphocholine",stanford_mean_iauc_2h,28,-0.508398837302953,0.005065469358396421,0.16860915235579324
metabolomics,MMV676881,stanford_mean_iauc_2h,28,0.5083187729308265,0.005073954021842331,0.16860915235579324
metabolomics,LPC 18:0,stanford_mean_iauc_2h,28,-0.5063711741657116,0.005284047509725714,0.16860915235579324
metabolomics,Buphedrone,stanford_mean_iauc_2h,28,0.5040894591018983,0.0055394049867963,0.1690722739448262
metabolomics,2-Oxoadipic acid,stanford_mean_iauc_2h,28,-0.4928448025840774,0.006953680017076254,0.2033951404994804
metabolomics,LPE 20:2,stanford_mean_iauc_2h,28,-0.4896471942619896,0.007406746062683573,0.20798142944015474
metabolomics,LPE 20:3,stanford_mean_iauc_2h,28,-0.4852421086175062,0.008070859780355825,0.21086722136236893
metabolomics,"15S-Hydroperoxy-11Z,13E-eicosadienoic acid",stanford_mean_iauc_2h,28,0.4839609710960872,0.008273022929803817,0.21086722136236893
metabolomics,LPC 18:1,stanford_mean_iauc_2h,28,-0.47897900818601535,0.009099520373855818,0.21086722136236893
metabolomics,Tyr-Val,stanford_mean_iauc_2h,28,-0.4783242641181227,0.00921304765596552,0.21086722136236893
metabolomics,Tetradecanedioic acid,stanford_mean_iauc_2h,28,-0.4781687883522185,0.009240177256202544,0.21086722136236893
metabolomics,Choline phosphate,stanford_mean_iauc_2h,28,-0.47776013277588003,0.009311800373551905,0.21086722136236893
metabolomics,PE 16:0/18:2,stanford_mean_iauc_2h,28,-0.46547193677423576,0.011689854731620085,0.2564461881749156
metabolomics,1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,stanford_mean_iauc_2h,28,-0.4622740124240409,0.012384411199218305,0.2634502018742803
metabolomics,"C20:4,DC FA",stanford_mean_iauc_2h,28,-0.4602797840677812,0.01283441811946543,0.2645883983439045
metabolomics,C18:3 FA,stanford_mean_iauc_2h,28,0.4587367552921676,0.013191729262160482,0.2645883983439045
metabolomics,3-Hydroxyhexadecanoic acid,stanford_mean_iauc_2h,28,-0.4541196985614177,0.014309815828350584,0.27165266265415317
metabolomics,S-Allylcysteine,stanford_mean_iauc_2h,28,-0.4540875044334379,0.014317875382056507,0.27165266265415317
metabolomics,Thiosulfic acid,stanford_mean_iauc_2h,28,-0.4488747726350779,0.015672629169140546,0.2786996267050241
metabolomics,Cys-Gly or Gly-Cys,stanford_mean_iauc_2h,28,-0.4478004851331266,0.015964400484799468,0.2786996267050241
metabolomics,"C14:0,DC FA(2)",stanford_mean_iauc_2h,28,-0.4476912300986781,0.015994319626009754,0.2786996267050241
metabolomics,Catechol sulfate,stanford_mean_iauc_2h,28,-0.44598067472961644,0.01646873034975978,0.2786996267050241
